latitude,longitude,radius_km,enhanced_mpi,enhanced_poverty_level,multidimensional_poverty_index,poverty_level_classification,electrification_deficit,economic_isolation_index,extreme_poverty_ratio,poor_roof_materials_index,informal_settlement_index,water_access_deficit,severe_water_shortage,vegetation_deficit,environmental_degradation,air_pollution_burden,population_density_per_km2,overcrowding_index,economic_deprivation_score,living_standards_score,environmental_deprivation_score,hospital_access_deficit,distance_to_nearest_major_city_km,airport_access_deficit,distance_to_nearest_airport_km,market_access_deficit,market_access_score,economic_opportunities_index,surrounding_population_10km,road_quality_deficit,road_infrastructure_score,road_surface_quality,paved_road_index,unpaved_road_index,access_deprivation_score,connectivity_isolation_score,healthcare_isolation_index,transportation_isolation,location_name
23.2599,77.4126,4,0.2803071372983894,Low,0.1671809146436543,Low,0.0,0.0,0.0,0.14281373952315657,0.0,0.011659474332482116,1.0,0.03859680882905997,0,1.0,10777.45257191951,1.0,0.0,0.28861830346390965,0.211579042648718,1.0,436.5440698596628,1.0,426.59264250037995,0.0,1.0,1.0,1915660.7392685215,0.3419266923410835,0.6580733076589165,Moderate,1.921583580672721,0.6570407177963592,0.5683853384682167,0.7,1.0,1.0,Bhopal
8.5241,76.9366,4,0.2644762127961667,Low,0.1524199929983273,Low,0.0,0.0,0.0,0.0,0.0,0.023272642403967286,1.0,0.0,0,1.0,5334.493459246446,0.5334493459246447,0.0,0.25581816060099183,0.2,1.0,497.1823062735513,1.0,523.8929476917364,0.0,1.0,1.0,1334729.7850497402,0.18405575486395656,0.8159442451360435,Good,2.4303354777050052,0.4473172309216492,0.5368111509727913,0.7,1.0,1.0,Thiruvananthapuram
23.2156,72.6369,4,0.11304834604001845,Low,0.07896132609280349,Low,0.0,0.0,0.0,0.046152221348609856,0.0,0.0867123373520383,0.0,0.0,0,1.0,1559.6357929155809,0.15596357929155807,0.0,0.03321613967516204,0.2,0.44826368864471694,22.413184432235848,0.15283822701268365,15.283822701268365,0.0,1.0,1.0,441894.28928272205,0.24905346552219915,0.7509465344778008,Good,2.1538935590170714,0.536434655239145,0.21485744510039165,0.22515694356169186,0.44826368864471694,0.15283822701268365,Gandhinagar
21.2514,81.6296,4,0.27904776361409034,Low,0.16453865192943595,Low,0.0,0.0,0.0,0.11541656907360243,0.0,0.004289259162860816,1.0,0.04081295196007584,0,1.0,7311.678374938205,0.7311678374938205,0.0,0.2799264570591158,0.21224388558802276,1.0,540.562831056084,1.0,557.046237116654,0.0,1.0,1.0,1232635.4025743837,0.36683926507685666,0.6331607349231434,Moderate,1.726014968279603,0.6331700624753437,0.5733678530153713,0.7,1.0,1.0,Raipur
20.2961,85.8245,4,0.26453697109097557,Low,0.15197630198102918,Low,0.0,0.0,0.0,0.0,0.0,0.0178945694670205,1.0,0.0,0,1.0,8823.18034661414,0.8823180346614139,0.0,0.2544736423667551,0.2,1.0,364.4438406158926,1.0,376.83678544241315,0.0,1.0,1.0,1136313.1673171788,0.19728534997622624,0.8027146500237737,Good,2.362735079418801,0.46613301704424487,0.5394570699952452,0.7,1.0,1.0,Bhubaneswar
23.3441,85.3096,4,0.2716121820117781,Low,0.15960093773531855,Low,0.0,0.0,0.0,0.07933409342395359,0.0,0.008618178196673263,1.0,0.01808701300604726,0,1.0,9599.874578291294,0.9599874578291294,0.0,0.2719880679051567,0.20542610390181418,1.0,324.6648385637585,1.0,330.5667089327818,0.0,1.0,1.0,1452950.9640412284,0.24195463533451342,0.7580453646654866,Good,2.099037723779265,0.5078719070103992,0.5483909270669027,0.7,1.0,1.0,Ranchi
22.7196,75.8577,4,0.21649389145512243,Low,0.08368094181087193,Low,0.0,0.0,0.0,0.1159524763225761,0.0,0.023250350746785286,0.0,0.041144201741662834,0,1.0,20039.696558044066,1.0,0.0,0.034800706767340345,0.21234326052249886,1.0,338.89564144684556,1.0,332.9251916604355,0.0,1.0,1.0,2625340.261232453,0.3235966544220874,0.6764033455779126,Moderate,1.825860860763339,0.5908424659832493,0.5647193308844175,0.7,1.0,1.0,Indore
26.4499,80.3319,4,0.2723480042475107,Low,0.15860926837905556,Low,0.0,0.0,0.0,0.07935234535270053,0.0,0.013747284734603432,1.0,0.00420145977306835,0,1.0,15831.143796770542,1.0,0.0,0.273274907521826,0.20126043793192053,1.0,390.695913485742,1.0,395.3113193003508,0.0,1.0,1.0,2908035.574234034,0.2904722628024685,0.7095277371975315,Good,1.9508819336774192,0.5666770897357353,0.5580944525604937,0.7,1.0,1.0,Kanpur
21.1458,79.0882,4,0.2702958813393722,Low,0.156779499557477,Low,0.0,0.0,0.0,0.06260313095850145,0.0,0.013512015192734865,1.0,0.0,0,1.0,17530.946066736775,1.0,0.0,0.2690287865378091,0.2,1.0,421.0753592888483,1.0,437.83617520922735,0.0,1.0,1.0,2621698.3490696764,0.26795615683066404,0.7320438431693359,Good,2.0179298289937684,0.5407167217311293,0.5535912313661329,0.7,1.0,1.0,Nagpur
17.6868,83.2185,4,0.2646942614522699,Low,0.15178438570821165,Low,0.0,0.0,0.0,0.0,0.0,0.015568311614686485,1.0,0.0,0,1.0,12078.639891102432,1.0,0.0,0.25389207790367163,0.2,1.0,503.5112782592528,1.0,511.1124489898687,0.0,1.0,1.0,1634001.4775910866,0.20737473254506525,0.7926252674549348,Good,2.3541289508073446,0.48818686155026814,0.5414749465090131,0.7,1.0,1.0,Visakhapatnam
27.1767,78.0081,4,0.27249064986076904,Low,0.15890272203181416,Low,0.0,0.0,0.0,0.0789105587764729,0.0,0.022940617366728984,1.0,0.0,0,1.0,11934.448331784266,1.0,0.0,0.2754627940358005,0.2,1.0,177.6383764367175,1.0,176.98382188859978,0.0,1.0,1.0,2365874.012424708,0.2874983783939647,0.7125016216060354,Good,1.9836893156440378,0.5703074614850945,0.5574996756787929,0.7,1.0,1.0,Agra
22.3072,73.1812,4,0.2782803985126165,Low,0.16479586541070002,Low,0.0,0.0,0.0,0.11829468875627969,0.0,0.013131814572692385,1.0,0.03385469496137078,0,1.0,11289.567731337442,1.0,0.0,0.282856625832243,0.21015640848841124,1.0,101.00496504262767,1.0,102.0730283376106,0.0,1.0,1.0,1920856.313574898,0.3342379977484319,0.6657620022515681,Moderate,1.8436566577610836,0.6162201098256305,0.5668475995496863,0.7,1.0,1.0,Vadodara
11.0168,76.9558,4,0.2786200299249599,Low,0.16708734300252798,Low,0.0,0.0,0.0,0.12755347725812394,0.0,0.01824138805616334,1.0,0.044698692295090825,0,1.0,5400.99033357455,0.540099033357455,0.0,0.28644871632857183,0.21340960768852726,1.0,227.15599176879584,1.0,254.86874092353807,0.0,1.0,1.0,1619205.8970885542,0.2885149640228365,0.7114850359771635,Good,2.0090042014619813,0.579627774906531,0.5577029928045673,0.7,1.0,1.0,Coimbatore
9.9312,76.2673,4,0.3684359515113335,Moderate,0.26672957469717723,Low,0.0,0.0,0.0,0.3985488468832661,0.0,0.001670589812718293,1.0,0.14913207029175016,0,1.0,5305.232038965039,0.5305232038965039,0.0,0.3500548591739961,0.44473962108752507,1.0,366.171686721759,1.0,394.11088781145094,0.0,1.0,1.0,1130669.2070805575,0.8245777148651076,0.17542228513489244,Poor,1.6015759340506532,1.320623823882438,0.6649155429730216,0.7,1.0,1.0,Kochi
24.7914,85.0002,6,0.26569199737426796,Low,0.15237001567398212,Low,0.0,0.0,0.0,0.0,0.0,0.022666856654328705,1.0,0.0,0,1.0,4993.236752941051,0.4993236752941051,0.0,0.25566671416358216,0.2,1.0,421.98966852932904,1.0,423.68112996954335,0.0,1.0,1.0,1315208.3047719342,0.2258439611124142,0.7741560388875858,Good,2.1448045494039443,0.4843911552493134,0.5451687922224828,0.7,1.0,1.0,Rural Bihar (Gaya)
20.1034,83.1294,6,0.3144458938099988,Low,0.21895897228512273,Low,0.24272032055027926,0.3635667235563719,0.0,0.0,0.0,0.005173143520061305,1.0,0.0,0,1.0,250.67998061427215,0.025067998061427215,0.20615814528702325,0.2512932858800153,0.2,1.0,574.5893325750927,1.0,588.4139418587963,0.0,1.0,1.0,216510.11954752562,0.16943453394130562,0.8305654660586944,Good,2.5218619352434133,0.42729050166228677,0.5338869067882611,0.7,1.0,1.0,Rural Odisha (Kalahandi)
27.5672,80.679,6,0.20561389375744077,Low,0.0751158480291408,Low,0.0,0.0,0.0,0.0,0.0,0.08625270338352471,0.0,0.0,0,1.0,2159.498331603713,0.21594983316037128,0.0,0.021563175845881178,0.2,1.0,360.19769503020945,1.0,368.2575498022629,0.0,1.0,1.0,870345.760754213,0.17410332653234908,0.8258966734676509,Good,2.487703801255457,0.4331175072257448,0.5348206653064698,0.7,1.0,1.0,Rural UP (Sitapur)
25.7521,71.3961,6,0.22670468532279248,Low,0.09576207696866525,Low,0.0,0.0,0.0,0.16672573417844005,0.0,0.05610739010951266,0.0,0.09194455112656028,0,1.0,1120.9817394974916,0.11209817394974916,0.0,0.05570828107198818,0.22758336533796808,1.0,324.99448603478214,1.0,321.81076041978326,0.0,1.0,1.0,283165.3028230382,0.36272579067677974,0.6372742093232202,Moderate,1.6850990989321173,0.6112289030288813,0.572545158135356,0.7,1.0,1.0,Rural Rajasthan (Barmer)
25.4227,77.6595,6,0.26417108984969895,Low,0.1530227197087472,Low,0.0,0.0,0.0,0.0,0.0,0.03057842071208738,1.0,0.0,0,1.0,953.4592708512034,0.09534592708512034,0.0,0.25764460517802185,0.2,1.0,249.53802829171448,1.0,241.3501092904821,0.0,1.0,1.0,220410.61198087566,0.1586646185064487,0.8413353814935514,Good,2.600762470349135,0.41264898518383464,0.5317329237012898,0.7,1.0,1.0,Rural Madhya Pradesh (Shivpuri)
24.2676,87.2456,6,0.32610791259975236,Low,0.2350376069893155,Low,0.0,0.0,0.0,,,0.012349133268578685,1.0,0.0,0,1.0,1086.9254761529107,0.10869254761529107,0.0,0.5061745666342894,0.2,1.0,219.77389518632242,1.0,216.7630967244679,0.0,1.0,1.0,350070.4867940891,0.1521423647060006,0.8478576352939994,Good,2.623065052610469,0.3990793198818266,0.5304284729412001,0.7,1.0,1.0,Rural Jharkhand (Dumka)
19.3158,81.9615,6,0.33607152923837474,Moderate,0.24932789559224,Low,0.39544628616770405,0.46117681304292,0.0,0.0,0.0,0.011787652446714428,1.0,0.0,0,1.0,78.8044786409249,0.007880447864092489,0.29653155837995765,0.2529469131116786,0.2,1.0,424.891927524194,1.0,438.46946183925496,0.0,1.0,1.0,82067.49958635222,0.12339704551552146,0.8766029544844786,Good,2.934219656856576,0.36207403654966863,0.5246794091031043,0.7,1.0,1.0,Rural Chhattisgarh (Bastar)
23.3311,86.3641,6,0.26349594088820466,Low,0.1511592291668662,Low,0.0,0.0,0.0,0.0,0.0,0.007990656568075091,1.0,0.0,0,1.0,1678.8306703429187,0.16788306703429187,0.0,0.2519976641420188,0.2,1.0,221.62811178915894,1.0,226.29779704759244,0.0,1.0,1.0,568810.4753907864,0.1832174950899991,0.8167825049100009,Good,2.3868308221473478,0.4373091644374402,0.5366434990179998,0.7,1.0,1.0,Rural West Bengal (Purulia)
23.0702,85.2789,7,0.27327942462070975,Low,0.16516231751629526,Low,0.0,0.13433475271369832,0.0,0.0,0.0,0.01652335754714077,1.0,0.0,0,1.0,481.5048334213773,0.048150483342137736,0.040300425814109496,0.2541308393867852,0.2,1.0,321.44789655896074,1.0,328.3403685354403,0.0,1.0,1.0,246282.9319373361,0.15572027734953606,0.8442797226504639,Good,2.5931488756771346,0.403805862129081,0.5311440554699072,0.7,1.0,1.0,Tribal Jharkhand (Khunti)
19.1689,83.4154,7,0.2669963404698133,Low,0.15934229397007435,Low,0.0,0.06909266727532248,0.0,0.0,0.0,0.02426812011899905,1.0,0.0,0,1.0,570.5121659306681,0.057051216593066806,0.020727800182596744,0.2560670300297498,0.2,1.0,557.2610126193689,1.0,568.9720042880995,0.0,1.0,1.0,227667.0969723865,0.09325443055755575,0.9067455694424442,Good,3.4083993282753453,0.31784833847107286,0.5186508861115111,0.7,1.0,1.0,Tribal Odisha (Rayagada)
22.7678,74.5937,7,0.262820671350116,Low,0.15178837760924135,Low,0.0,0.0,0.0,0.0,0.0,0.015616698293834497,1.0,0.0,0,1.0,648.8348189524735,0.06488348189524736,0.0,0.2539041745734586,0.2,1.0,209.39756138404684,1.0,203.7502437956839,0.0,1.0,1.0,364853.90353790676,0.14482092355837936,0.8551790764416206,Good,2.695195917635858,0.3903207619627987,0.5289641847116758,0.7,1.0,1.0,Tribal Madhya Pradesh (Jhabua)
18.8933,81.3544,7,0.2877435669547206,Low,0.18577332276249037,Low,0.0,0.3491035107344036,0.0,0.0,0.0,0.008631214542841093,1.0,0.0,0,1.0,173.45849952084717,0.017345849952084717,0.10473105322032107,0.2521578036357103,0.2,1.0,346.33910813513495,1.0,359.67677722721584,0.0,1.0,1.0,91655.69408597649,0.11737842469042628,0.8826215753095737,Good,3.0583003511605362,0.35897847744940126,0.5234756849380853,0.7,1.0,1.0,Tribal Chhattisgarh (Dantewada)
26.3225,94.5225,6,0.24542716288551192,Low,0.1323693618798651,Low,0.09654710906714259,0.3962128654674676,0.0,0.0,0.0,0.15030387638452097,0.0,0.0,0,1.0,351.997333870591,0.0351997333870591,0.1574827032670973,0.03757596909613024,0.2,1.0,749.7885674818455,1.0,737.6429066205278,0.0,1.0,1.0,98899.65535646636,0.05541649315683509,0.9445835068431649,Good,4.441464440430468,0.24613038376944144,0.511083298631367,0.7,1.0,1.0,Northeast Remote (Mokokchung)
24.3332,93.6793,6,0.2629181436264193,Low,0.15343941797651572,Low,0.0,0.0,0.0,0.0,0.0,0.03562930880625112,1.0,0.0,0,1.0,804.0799150869417,0.08040799150869417,0.0,0.2589073272015628,0.2,1.0,576.9936575363258,1.0,565.8549141682558,0.0,1.0,1.0,177663.78006325415,0.10637706086761936,0.8936229391323807,Good,3.229533592246761,0.3435482915164551,0.5212754121735239,0.7,1.0,1.0,Northeast Hills (Churachandpur)
31.5898,78.2315,8,0.42170976760803847,Moderate,0.28738786183212034,Low,0.4681915461644497,0.5549241145667967,0.0,0.1591441820839341,0.0,0.020007332287852026,1.0,0.05263814177085993,0,1.0,40.06902348377957,0.004006902348377956,0.3537538528358189,0.29478787859294653,0.21579144253125798,1.0,344.2942693018489,1.0,353.45877916768393,0.4083529882404352,0.5916470117595648,0.5916470117595648,29582.35058797824,1.0,0.0,Poor,1.5293117243933454,1.759932299393056,0.8225058964721306,0.8225058964721306,1.0,1.0,Himachal Remote (Kinnaur)
29.5836,80.2075,7,0.21611502084572115,Low,0.09201837653461642,Low,0.0,0.19630218397221388,0.0,0.0,0.0,0.05556921601657258,0.0,0.0,0,1.0,569.2045770235435,0.05692045770235435,0.058890655191664164,0.013892304004143145,0.2,1.0,311.03775076656393,1.0,323.0622758984859,0.0,1.0,1.0,209102.15688227236,0.09730936822564479,0.9026906317743553,Good,3.3820302317291016,0.3291032251695899,0.519461873645129,0.7,1.0,1.0,Uttarakhand Hills (Pithoragarh)
34.5539,76.1249,8,0.4340013222357978,Moderate,0.3158799201515484,Low,0.0,0.44957291682213585,0.0,0.3560806645651935,0.0,0.018199827150281338,1.0,0.2156280472512772,0,1.0,73.02365696193088,0.007302365696193088,0.13487187504664075,0.3435701229288687,0.4646884141753832,1.0,666.6060805704831,1.0,671.4603001416945,0.3463734263331748,0.6536265736668252,0.6536265736668252,32681.32868334126,0.9080237407695501,0.09197625923044994,Poor,1.2052750198893736,1.0944183322160428,0.7855167760538625,0.8039120278999524,1.0,1.0,J&K Remote (Kargil)
27.5865,91.866,7,0.3506232981118918,Moderate,0.24994990155967658,Low,0.34202905743044176,0.5356334932506419,0.0,0.0,0.0,0.01544666844902668,1.0,0.0,0,1.0,138.09817282416995,0.013809817282416995,0.2975016709473693,0.25386166711225666,0.2,1.0,658.156968703843,1.0,645.9981782294002,0.21403172411034377,0.7859682758896562,0.7859682758896562,39298.41379448281,0.0576694762903184,0.9423305237096816,Good,4.482763815640792,0.25851864158119386,0.5757434124911668,0.764209517233103,1.0,1.0,Arunachal Remote (Tawang)
19.8135,85.8312,5,0.2837094718976357,Low,0.16722807597143452,Low,0.0,0.0,0.0,0.16531856971674608,0.0,0.008625090708628129,1.0,0.023311019473932937,0,1.0,3177.2024521525104,0.31772024521525105,0.0,0.29348591510634353,0.2069933058421799,1.0,403.06434374633034,1.0,415.4709302710734,0.0,1.0,1.0,417013.2057849792,0.45298888868349435,0.5470111113165057,Moderate,1.9685516957110996,0.8917320449561793,0.5905977777366989,0.7,1.0,1.0,Coastal Odisha (Puri)
18.1124,83.3953,5,0.26416320326928017,Low,0.15147352789028484,Low,0.0,0.0,0.0,0.0,0.0,0.011800338064058844,1.0,0.0,0,1.0,2780.057004083148,0.2780057004083148,0.0,0.2529500845160147,0.2,1.0,526.7458253019033,1.0,535.6426912254537,0.0,1.0,1.0,502186.1034101367,0.1975227380092166,0.8024772619907834,Good,2.3725816800675976,0.46863882959745906,0.5395045476018433,0.7,1.0,1.0,Coastal Andhra (Vijayanagaram)
9.4981,76.3388,5,0.29353338619156877,Low,0.1725093516819894,Low,0.0,0.0,0.0,0.241621445059647,0.0,0.004674056565546756,1.0,0.01656836076383217,0,1.0,2486.825162138068,0.24868251621380683,0.0,0.31157387540629844,0.20497050822914967,1.0,407.9537027876073,1.0,435.76137005847477,0.0,1.0,1.0,572141.6900889456,0.6465763427568914,0.35342365724310865,Moderate,1.9862564103936682,1.284266405609769,0.6293152685513783,0.7,1.0,1.0,Coastal Kerala (Alappuzha)
21.7051,72.9959,5,0.27902154368751225,Low,0.16121925315771662,Low,0.0,0.0,0.0,0.12159328067940411,0.0,0.008337060626251927,1.0,0.0,0,1.0,2423.198589217272,0.2423198589217272,0.0,0.282482585326414,0.2,1.0,152.29240453952642,1.0,156.44182650802782,0.0,1.0,1.0,638198.6044588418,0.4466965785302913,0.5533034214697087,Moderate,2.0204642024679127,0.9025344462853504,0.5893393157060582,0.7,1.0,1.0,Coastal Gujarat (Bharuch)
13.3409,74.7421,5,0.26493615147830846,Low,0.15130935698346926,Low,0.0,0.0,0.0,0.0,0.0,0.009810387678415274,1.0,0.0,0,1.0,1545.7376714554707,0.15457376714554708,0.0,0.2524525969196038,0.2,1.0,311.94286784838573,1.0,321.7981285318518,0.0,1.0,1.0,321970.73098438163,0.22743340828024963,0.7725665917197504,Good,2.709007762913922,0.6161188685771677,0.54548668165605,0.7,1.0,1.0,Coastal Karnataka (Udupi)
28.4595,77.0266,4,0.12303480973398513,Low,0.08534379559771604,Low,0.0,0.0,0.0,0.12045288478609584,0.0,0.04124819728133096,0.0,0.03924957183483657,0,1.0,7309.088902725599,0.7309088902725599,0.0,0.040425270516856696,0.211774871550451,0.4945603705244212,24.72801852622106,0.13040522553142544,13.040522553142544,0.0,1.0,1.0,2238901.4238798865,0.33742763968989603,0.6625723603101039,Moderate,1.8105880605693387,0.6109424557286185,0.24193468420159064,0.2369457158691961,0.4945603705244212,0.13040522553142544,Industrial Haryana (Gurgaon)
11.1085,77.3411,4,0.22018446419945342,Low,0.09057079743582777,Low,0.0,0.0,0.0,0.15452864722647552,0.0,0.027850867605828045,0.0,0.07376948492316396,0,1.0,8702.192218341932,0.8702192218341932,0.0,0.045594878708075895,0.2221308454769492,1.0,207.93902385736158,1.0,234.636690385522,0.0,1.0,1.0,1020076.4253534575,0.2751011051065721,0.7248988948934278,Good,1.9717599315958783,0.5424333361868852,0.5550202210213144,0.7,1.0,1.0,Industrial Tamil Nadu (Tirupur)
21.6279,73.0143,4,0.27222034005988,Low,0.15857850929204934,Low,0.0,0.0,0.0,0.07737482809582386,0.0,0.013035039706663233,1.0,0.006075443121020874,0,1.0,3383.588466954289,0.33835884669542887,0.0,0.2726024669506218,0.20182263293630628,1.0,161.02952175744693,1.0,165.19805464142473,0.0,1.0,1.0,637223.6214816276,0.28713550293826656,0.7128644970617335,Good,1.9604063285833335,0.5629022571211362,0.5574271005876533,0.7,1.0,1.0,Industrial Gujarat (Ankleshwar)
19.8762,75.3433,4,0.2798278216100635,Low,0.16698223603613488,Low,0.0,0.0,0.0,0.12281050157673234,0.0,0.019378191432286664,1.0,0.04658498885187051,0,1.0,14050.178833364023,1.0,0.0,0.28554717325225476,0.21397549665556118,1.0,273.5919569528016,1.0,274.04357955665364,0.0,1.0,1.0,1485869.5466577753,0.33157180443698264,0.6684281955630174,Moderate,1.8145281187459548,0.6016463625342398,0.5663143608873965,0.7,1.0,1.0,Industrial Maharashtra (Aurangabad)
30.901,75.8573,4,0.2843718515844916,Low,0.17083156566153687,Low,0.0,0.0,0.0,0.2138000740758842,0.0,0.06495435828928561,0.0,0.11602279403343477,0,1.0,10699.597757889822,1.0,0.0,0.06968860809129246,0.43480683821003047,1.0,285.23838541430234,1.0,286.4715632593767,0.0,1.0,1.0,1562119.9129301177,0.4415996669720287,0.5584003330279713,Moderate,1.5453897173407576,0.6824435845196761,0.5883199333944058,0.7,1.0,1.0,Industrial Punjab (Ludhiana)
31.634,74.8723,5,0.27278840618995454,Low,0.15917217254004254,Low,0.0,0.0,0.0,0.07678532356881129,0.0,0.021716228952241134,1.0,0.0053509260495656075,0,1.0,6602.367187395415,0.6602367187395415,0.0,0.2746253881302631,0.2016052778148697,1.0,403.44327355669105,1.0,403.2382427818788,0.0,1.0,1.0,1050152.0852114428,0.2910246567890444,0.7089753432109556,Good,1.9323113075300273,0.5623502350835158,0.5582049313578089,0.7,1.0,1.0,Agricultural Punjab (Amritsar)
29.6857,76.9905,5,0.26676465232007657,Low,0.15279001213442678,Low,0.0,0.0,0.0,0.0017615293879821303,0.0,0.025996193453554552,1.0,0.0,0,1.0,3490.8012559290282,0.3490801255929028,0.0,0.25693943071038416,0.2,1.0,120.68462313501495,1.0,125.66595230653795,0.0,1.0,1.0,647821.3966795047,0.2509931547493507,0.7490068452506493,Good,2.100575375508399,0.5272300402876551,0.5501986309498701,0.7,1.0,1.0,Agricultural Haryana (Karnal)
